house_name,house_location,house_status,house_price,price_unit
金轮水映华庭项目,[ 高淳 高淳 ] 芜太路以北，新塘路以东,待售,11000,元/m²
金浦御龙湾,[ 栖霞 晓庄 ] 和燕路390号,待售,28316,元/m²
高科荣境,[ 栖霞 仙林 ] 经天路,待售,28383,元/m²
百家湖艺术公馆,[ 江宁 百家湖 ] 江宁区天元西路146号,在售,23500,元/㎡
金轮峰华,[ 秦淮 新街口 ] 东至中山路，南至龙世中心大楼，西至小...,待售,43377,元/m²
绿地紫金中心,[ 鼓楼 湖南路 ] 湖南路与中山北路交汇处（狮子桥正对面...,在售,50000,元/㎡
龙湖·紫都城,[ 鼓楼 建宁路 ] 建宁路与金贸大街交汇处,在售,30000,元/㎡
诚通龙蟠汇,[ 秦淮 夫子庙 ] 北临秦淮河、光华西路，西依龙蟠中路，...,在售,27950,元/㎡
明发国际中心,[ 浦口 江浦街道 ] 浦滨路与园创路交汇处（瑞斯丽酒店东面...,在售,16000,元/㎡
正荣中心·天寓,[ 建邺 河西南部 ] 江东南路与吴侯街交汇处,在售,80,万元/套起
南京平安国际金融中心汉中公馆,[ 秦淮 新街口 ] 汉中路与汉西门大街交汇处,在售,48000,元/㎡
中粮悦天地,[ 江宁 大学城 ] 鹏山路28号,在售,20000,元/㎡
金轮双子星,[ 江宁 百家湖 ] 双龙大道1101号,在售,29090,元/㎡
万科星荟,[ 雨花台 南京南站 ] 金阳东街18号,在售,130,万元/套
沣麟公园壹号,[ 江宁 麒麟科技园 ] 智汇路267号,在售,22500,元/㎡
MIX悦享家,[ 江宁 岔路口 ] 南京南站宏运大道1468号绿城深蓝旁,在售,28000,元/㎡
明发新城中心商铺,[ 浦口 江浦街道 ] 浦口大道11号,在售,30000,元/㎡起
汤城东郡广场,[ 江宁 汤山 ] 江宁汤山新城圣汤大道1号（汤山公馆对...,在售,16000,元/㎡
金地中心菁华,[ 建邺 河西南部 ] 江东南路与龙王大街交汇处,在售,33000,元/㎡
德旭西雅宸,[ 雨花台 安德门 ] 牡丹江街与凤台南路交汇处（万科光明城...,待售,37756,元/m²
绿地万科云都会,[ 栖霞 马群 ] 石狮路与金马路交汇处,在售,16000,元/㎡起
南京常发广场,[ 玄武 红山 ] 红山路88号,在售,25000,元/㎡
城品国际广场,[ 雨花台 南京南站 ] 铁心桥街道宁双路,在售,19000,元/㎡起
江与城项目,[ 浦口 江浦街道 ] 万寿路与浦滨路交汇处,待售,30000,元/㎡
MAX科技园,[ 江宁 大学城 ] 龙眠大道568号（科教创新园）,在售,16800,元/㎡
星汉公寓,[ 江宁 禄口 ] 天禄大道139号,在售,10000,元/㎡
明发银河城,[ 浦口 高新区 ] 丽景路与惠达路交汇处,在售,13000,元/㎡起
元枫国际,[ 江宁 百家湖 ] 胜利路99号,在售,16000,元/㎡
绿地紫金中心商铺,[ 鼓楼 湖南路 ] 湖南路与中山北路交汇处（狮子桥正对面...,在售,40000,元/㎡起
康缘智汇港,[ 建邺 河西中部 ] 建邺泰山路与嘉陵江东街交汇处,待售,35930,元/m²
汤山鎏园,[ 南京周边 句容 ] 沪蓉高速,在售,336,万元/套
龙海骏景,[ 六合 雄州 ] 冶浦路,在售,11296,元/㎡起
碧景山庄,[ 六合 葛塘 ] 丁家山路36号,在售,12386,元/㎡
