house_name,house_location,house_status,house_price,price_unit
万科公园大道,[ 长安 航天基地 ] 航天大道与航天东路交汇处西南角,待售,10933,元/m²
林河世家,"[ 浐灞 纺织城 ] 纺科路,近鹿塬街",待售,10830,元/m²
水岸明珠,[ 泾渭 泾渭工业园 ] 泾渭五路（高新泾河学校旁）,在售,7300,元/㎡
合创桂悦府,[ 泾渭 泾渭工业园 ] 泾惠十四路宝管同馨苑西侧,在售,7500,元/㎡
龙发天泉湾,[ 泾渭 泾渭工业园 ] 鹿苑大道与徐传路十字东北角,在售,8900,元/㎡
天鹅湖,[ 西安周边 蓝田 ] 南河桥桥东（紧邻西商高速蓝田出入口）,在售,6300,元/㎡
惠风壹品,"[ 经济开发区 行政中心 ] 凤城六路,近贞观路",待售,12500,元/㎡
普华浅水湾,"[ 浐灞 灞河 ] 柳烟路,近灞瑞一路",待售,12398,元/m²
铭城国际社区,"[ 高新 大寨路 ] 大寨路,近丈八北路",待售,14543,元/m²
香缤国际城,[ 城北 未央大学城 ] 未央路延伸线与秦汉大道交汇处向东约3...,待售,9682,元/m²
天地源曲江香都,"[ 曲江区 曲江新区 ] 南三环,近曲池东路",待售,16601,元/m²
欧罗巴小镇,[ 浐灞 浐河 ] 北辰大道与红旗东路（凤城十路延伸线）...,待售,13274,元/m²
维也纳云墅,[ 泾渭 泾渭工业园 ] 高陵一中路北侧100米（昭慧广场旁）,待售,7842,元/m²
自然界,"[ 浐灞 世园会 ] 浐河东路,近金桥六路",待售,19000,元/m²
中国铁建万科翡翠国际,[ 曲江区 曲江新区 ] 曲江大道东侧（曲江二小西侧）,待售,16501,元/m²
金地西沣公元,[ 高新 太白南路 ] 西沣路与西部大道交汇处,待售,18897,元/m²
御笔城市广场,[ 城西 大兴新区 ] 大兴东路27号,待售,13450,元/m²
阳光城丽兹公馆,"[ 曲江区 曲江新区 ] 公园南路,近南三环",待售,18000,元/㎡
香榭兰岛,[ 高新 太白南路 ] 科技六路木塔寺公园向东500米左右,待售,17423,元/m²
万科城市之光,[ 曲江区 曲江新区 ] 芙蓉西路与创意大道十字向东,待售,11000,元/㎡
泾渭分明生态半岛,"[ 泾渭 泾渭工业园 ] 长庆东路,近泾渭十一路",待售,7842,元/m²
陆港滨海湾,[ 浐灞 灞河 ] 滨河东路,待售,12241,元/m²
旭景清园,[ 经济开发区 行政中心 ] 未央路城市运动公园站D口向北400米,待售,13010,元/m²
万科大明宫,"[ 城北 大明宫 ] 玄武路,近太华路",待售,15000,元/㎡
天伦佐治公馆,[ 城东 胡家庙 ] 东二环胡家庙地铁站北500米,待售,12500,元/㎡
招商依云曲江,"[ 曲江区 曲江新区 ] 新开门南路,近金羊路",待售,16301,元/m²
麟凤尊汇,"[ 经济开发区 常青二路 ] 凤城六路,近开元路",待售,12000,元/㎡
中南紫云集,价格,待售,12000,元/㎡
摩卡思想家,[ 长安 大学城 ] 长安广场十字（广场南路）南150米,待售,13883,元/m²
大华曲江公园世家,[ 曲江区 曲江新区 ] 航天大道（原杜陵东路东段以北，少陵路...,待售,16626,元/m²
龙腾万都汇,"[ 城东 韩森寨 ] 咸宁路,近长田路",待售,11480,元/m²
金泰新理城,"[ 高新 锦业路 ] 西户公路,近经五路",待售,15833,元/m²
宝格丽小镇,[ 泾渭 泾渭工业园 ] 泾渭体育运动公园东侧20米处,待售,7842,元/m²
塞纳绿洲,[ 西安周边 咸阳 ] 民生西路43号,待售,8900,元/m²
英郡年华国际社区,"[ 长安 航天基地 ] 航天大道,近神舟六路",待售,13200,元/m²
金泰经开花城,[ 经济开发区 行政中心 ] 尚稷路与草滩三路十字东南角,待售,9586,元/㎡
KingMall未来中心,[ 城西 昆明路 ] 昆明路,在售,13000,元/㎡
海亮唐寧府,[ 曲江区 曲江新区 ] 雁塔区长鸣路与东月路交汇处的东南角,待售,16001,元/m²
腾业国王镇,"[ 浐灞 纺织城 ] 纺渭路,近柳新路",待售,10830,元/m²
雅荷中央广场,[ 经济开发区 行政中心 ] 凤城六路与未央路交汇处西侧,待售,15504,元/m²
唐顿庄园,[ 曲江区 曲江新区 ] 公园南路与黄渠头南路交汇处西北角,待售,16319,元/m²
当代宏府MOMΛ,[ 城西 汉城路 ] 汉城南路8号,待售,12500,元/㎡
皇族名居二期,[ 城北 龙首村 ] 龙首村十字向西三站路路南（鸵鸟王大厦...,待售,12000,元/m²
万景荔知湾,"[ 长安 郭杜 ] 子午大道,近学府大街",待售,10500,元/㎡
欢乐颂,[ 城东 韩森寨 ] 韩森路与康乐路交汇处北200米,待售,11190,元/m²
隆源国际城YUE公园,"[ 城北 北客站 ] 尚新路,近尚贤路",待售,9300,元/㎡
万科高新华府,"[ 高新 锦业路 ] 西沣路,近雁环路",待售,13600,元/㎡
旺座城海德堡park,[ 曲江区 曲江新区 ] 南三环东段2699号,待售,17043,元/m²
曲江千林郡,[ 曲江区 曲江新区 ] 雁塔南路888号,待售,16626,元/m²
绿地香树花城柔和酒店,"[ 城北 百花村 ] 北辰大道,近浐灞二路",待售,14089,元/m²
高新第五季,[ 高新 高新路 ] 西万路与锦业二路丁字东北角,待售,11833,元/m²
观澜天下,"[ 浐灞 浐河 ] 酒十路,近米秦北路",待售,13202,元/m²
万象春天,[ 城南 电子城 ] 丈八东路与电子正街交汇处（204所东侧...,待售,17233,元/m²
御河上院,[ 西咸新区 秦汉新城 ] 金旭路与朝阳七路十字向西300米,待售,12180,元/m²
伟业公馆,[ 高新 科技路 ] 科技路299号,待售,22056,元/m²
悦美国际,"[ 长安 樱花广场 ] 西部大道,近子午大道",待售,12123,元/m²
香林郡,"[ 泾渭 泾渭工业园 ] 泾高南路,近渭华路",待售,7842,元/m²
曲江国风世家,"[ 曲江区 曲江新区 ] 西影路,近公园南路",待售,16334,元/m²
暻秀天下,[ 泾渭 泾渭工业园 ] 泾渭中路19号,在售,7000,元/㎡
环球西安中心,[ 高新 科技路 ] 高新区科技路与高新四路十字东北角,在售,55000,元/㎡
渭南宏帆广场,[ 西安周边 渭南 ] 临渭区前进路与朝阳大街十字（西北角5...,在售,6000,元/㎡
沣西逸园,[ 西咸新区 沣西新城 ] 沣渭大道与天府路交汇处,在售,15000,元/㎡
陕建翠园锦绣,[ 长安 航天基地 ] 航天大道与神舟六路十字东南角,待售,13200,元/m²
紫郡国韵,[ 高新 锦业路 ] 高新西沣路与西部大道十字交汇处向东2...,待售,15833,元/m²
汇鑫群贤北府,[ 泾渭 泾渭工业园 ] 长庆东路29号,在售,8200,元/㎡
鑫苑大都汇,[ 城西 大兴新区 ] 桃园北路258号,待售,13450,元/m²
华洲城,[ 高新 大寨路 ] 大寨路,待售,12369,元/m²
鹿园华府,[ 泾渭 泾渭工业园 ] 鹿苑大道与区中心医院东南侧,待售,7100,元/㎡
时间城仕学府,[ 城北 未央大学城 ] 昭远门路3668号,待售,12006,元/m²
