house_title,house_mode,house_area,house_level,house_year,house_address,house_totalprice,house_unitprice
精装三房带地暖 智能村 房东送家具家电 价钱可协商 可看房,3室2厅,81m²,中层(共18层),2014年建造,"思学园智能村  
                    新都-新都新城-龙家湾巷136号",84万,10287元/m²
鹭湖宫7区方正大套二 近地铁17号线 带大阳台 房东急售,2室2厅,89m²,高层(共28层),2015年建造,"鹭湖宫7区B区  
                    温江-国色天香-春江西路398号",81万,9072元/m²
郫县恒大帝景精装套二 带家具家电 双铁口 拎包入住 可按揭,2室2厅,89m²,中层(共30层),2017年建造,"恒大帝景  
                    郫都-红光-双柏路6号",98万,10918元/m²
（房源真实）单价1.1万，精装大套二，环境优美，直降10万,2室2厅,90m²,高层(共7层),2000年建造,"中房平景苑住宅西区  
                    成华-府青路-泰兴路35号",99万,10927元/m²
光华实验学校 朝南三房 随时看房 伊藤商场 一应俱全,3室2厅,81m²,高层(共34层),2015年建造,"佳兆业丽晶公馆  
                    温江-温江城区-花都大道西段318号",98万,12013元/m²
绿地国际花都  临河套二 住家装修 满两年  房东诚心出,2室2厅,82m²,高层(共32层),2013年建造,"绿地国际花都三期  
                    郫都-郫筒-创智南一路39号",87万,10562元/m²
现房 配套成熟  抢手得很 还不快来看一下,3室2厅,91m²,中层(共26层),2015年建造,"佳年华新生活  
                    温江-光华新城-江安路518号",98万,10769元/m²
正桃花山下 简装套二 客厅带阳台 朝向好房不容错过,2室2厅,81m²,低层(共28层),2009年建造,"格兰鼎城  
                    龙泉驿-龙泉驿-长柏路569号",90.5万,11121元/m²
单价不到8000 精装电梯 享受教育配套 直接认购新城市中心,3室2厅,108m²,低层(共11层),2019年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",86万,7899元/m²
城东西河地铁口类住宅 精装7千左右不限构可按揭 水电气三通,2室2厅,80m²,中层(共30层),2018年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",54万,6750元/m²
低首付 买地铁六号线万景峰站 86平套三单卫 随时看房,3室2厅,87m²,低层(共33层),2013年建造,"万景峰东区  
                    郫都-红光-西区大道1668号",97万,11149元/m²
赠送阳台面积70平 龙泉西河 银诚现房 清水套三双卫 有钥匙,3室2厅,97m²,低层(共34层),2015年建造,"银诚东方国际  
                    龙泉驿-西河-龙跃商业街78号",103万,10591元/m²
卓锦曼购旁边，急售套三178万了，手慢则无,3室2厅,85m²,低层(共31层),2015年建造,"卓锦城6期紫郡  
                    锦江-三圣乡-国香街780号",178万,20941元/m²
走过别错过！精装空房套三，东南朝向阔气全观景客厅从未入住,3室2厅,93m²,中层(共28层),2015年建造,"积家御景  
                    温江-温江城区-柳林路266号",99万,10645元/m²
精装套二 正读光华实验 对中庭 带家具家电 满2年 随时看,2室2厅,86m²,中层(共33层),2014年建造,"朝阳时代西锦  
                    温江-温江城区-花径街100号",88万,10233元/m²
首付17万起 西河地铁口 类住宅公寓 不限够 水电气三通,1室1厅,47m²,中层(共23层),2016年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",36万,7660元/m²
双流新城公园旁东立国际精装套三下楼欧尚户型方正 采光无遮挡,3室2厅,85m²,高层(共14层),2014年建造,"东立国际花城  
                    双流-东升-航都大街四段60号",98万,11470元/m²
售楼部直售滨江彼岸84平精装套三（首付三成）楼层可选双地铁口,3室1厅,84m²,中层(共26层),2017年建造,"滨江彼岸  
                    郫都-犀浦-犀安路666号",96万,11429元/m²
双铁站口2梯4户 92平中装三房 明厨明卫 可满2年过户,3室2厅,92m²,高层(共33层),2014年建造,"华侨凤凰国际城  
                    郫都-郫筒-望丛西路299号",96万,10431元/m²
新小区 环境优美 地铁口  房东诚心卖的很 房方便 价格可谈,3室2厅,89m²,中层(共29层),2014年建造,"花样年龙年国际中心  
                    郫都-郫筒-郫花路299号",83万,9254元/m²
首付27万买16年地铁精装房中铁品质大套二拎包入住房东急卖,2室2厅,89m²,中层(共33层),2016年建造,"中铁丽景书香  
                    温江-温江大学城-学海路88号",90万,10112元/m²
急售！首付29万 双铁口 别墅区 洋房装修顶跃带花园墅级享受,3室2厅,87m²,高层(共6层),2014年建造,"中铁奥维尔一期  
                    郫都-郫筒-梨园路一段528号",95万,10808元/m²
温德姆对面（六号线地铁口），学 区房嘉祥外国语学院，华为附近,3室2厅,86m²,中层(共32层),2013年建造,"绿地国际花都三期  
                    郫都-郫筒-创智南一路39号",98万,11350元/m²
房东离开成都急售龙泉城中心精装修套二（万达公园车站）,2室2厅,83m²,高层(共33层),2013年建造,"龙泉天立广场  
                    龙泉驿-龙泉驿-驿都中路6号",93万,11205元/m²
中铁二期91万装修套三，高层视野好，房子满两年直接看房,3室2厅,89m²,高层(共31层),2014年建造,"西郡英华二期  
                    郫都-红光-港大路,近檬柏路",91万,10225元/m²
福泉中心对面...二小区...此房在6楼...共7楼,3室2厅,88m²,高层(共7层),2000年建造,"长柏小区  
                    龙泉驿-龙泉驿-长柏路116号",85万,9659元/m²
花样年奥特莱斯L0FT清水房 90万房东包税朝东南 随时看房,3室2厅,93m²,中层(共31层),2014年建造,"花样年龙年国际中心  
                    郫都-郫筒-郫花路299号",90万,9677元/m²
近十号线地铁五津站，近湿地公园，近永辉超市，生活出行教育方便,3室2厅,96m²,高层(共17层),2015年建造,"隆鑫印象城邦  
                    新津-新津-兴园3路6号",95万,9883元/m²
地铁口清水套三业主诚心出售看房方便,3室2厅,83m²,低层(共32层),2014年建造,"绿地国际花都三期  
                    郫都-郫筒-创智南一路39号",87万,10433元/m²
简装套二，随时看房，户型方正，带入户,2室2厅,85m²,低层(共30层),2012年建造,"中新公园大道  
                    温江-光华新城-清泉北街66号",94.5万,11118元/m²
绿地国际花都简装套三临近地铁口房东这边诚心出售,3室2厅,89m²,高层(共32层),2012年建造,"绿地国际花都三期  
                    郫都-郫筒-创智南一路39号",90万,10056元/m²
周转急用钱，好房特卖，仅售92 决不食言,2室2厅,96m²,中层(共15层),2007年建造,"大地新光华广场小区  
                    青羊-光华村-光华村街66号",92万,9560元/m²
万达旁品质楼盘 置信逸都标准套三 户型方正 可按揭 满两年,3室2厅,93m²,低层(共33层),2014年建造,"置信逸都D区  
                    郫都-郫筒-凉水井东路98号",90万,9677元/m²
万达广场旁 置信逸都B区精装套三家电全送 临高铁地铁 单价低,3室2厅,93m²,高层(共32层),2012年建造,"置信逸都B区  
                    郫都-郫筒-凉水井东路99号",91万,9785元/m²
大丰套二可改套三 家电齐全 拎包入住 小区环境好 生活便利,2室2厅,84m²,中层(共18层),2008年建造,"凤凰山1号  
                    新都-大丰-大天路1689号",91万,10833元/m²
满二无税 地铁口200米 豪华装修 对中庭 套三改大套二,2室2厅,88m²,低层(共28层),2016年建造,"花样年龙年国际中心  
                    郫都-郫筒-郫花路299号",90万,10227元/m²
首付28万临学校出行方便户型方正业主诚心出售 看房方便,3室2厅,86m²,高层(共32层),2014年建造,"中冶田园世界  
                    郫都-郫筒-中信大道四段968号",80万,9217元/m²
花满庭三期 清水套三中间楼层 视野开阔 低于市场价 随时看房,3室2厅,81m²,中层(共31层),2015年建造,"蓝光花满庭3期  
                    新都-大丰-太平碑路100号",90万,11111元/m²
地铁口，17楼，产权满二，小套三，从未入住，一口价能全款的来,3室2厅,88m²,中层(共32层),2015年建造,"富力桃园二期  
                    新都-新都老城-兴城大道108号",90万,10227元/m²
卓锦曼购旁边，急售套三178万了，手慢则无,3室2厅,85m²,低层(共31层),2015年建造,"卓锦城6期紫郡  
                    锦江-三圣乡-国香街780号",178万,20941元/m²
走过别错过！精装空房套三，东南朝向阔气全观景客厅从未入住,3室2厅,93m²,中层(共28层),2015年建造,"积家御景  
                    温江-温江城区-柳林路266号",99万,10645元/m²
精装套二 正读光华实验 对中庭 带家具家电 满2年 随时看,2室2厅,86m²,中层(共33层),2014年建造,"朝阳时代西锦  
                    温江-温江城区-花径街100号",88万,10233元/m²
低 价出售香域中央中等装修套三户型 正读谕亭毗河校区,3室2厅,99m²,中层(共26层),2012年建造,"香域中央  
                    新都-新都新城-蜀龙大道中段333号",95万,9594元/m²
紧临青城前山的翠朗园联排别墅，中庭位置，精装修房前后花园,3室2厅,85m²,共3层,2004年建造,"翠朗园  
                    都江堰-青城山-环山路42号",86万,10118元/m²
实外旁 首付13万 温馨小套三 单价1万房东急卖,3室2厅,81m²,中层(共32层),2015年建造,"佳年华新生活  
                    温江-光华新城-江安路518号",84万,10370元/m²
地铁口50米精装套二，户型方正送露台，拎包入住，随时看房。,2室2厅,82m²,高层(共30层),2014年建造,"8号公馆  
                    温江-光华新城-清泉南街168号",97万,11789元/m²
水电气三通，4号线，单价7000起 套二套三类住宅,2室2厅,83m²,高层(共33层),2018年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",60万,7229元/m²
地铁涌泉站附近 温馨精装两居带家具 诚心出售 毗邻实外,2室2厅,81m²,中层(共30层),2016年建造,"四川煤田光华之心  
                    温江-光华新城-乐善路77号",80万,9852元/m²
成都万达城 精装交付新盘 * 可按揭 现有特价房先到先得,3室2厅,101m²,中层(共13层),2020年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",84万,8317元/m²
西河4.8米loft 单价8千 户型采光好 通气 可按揭,3室2厅,90m²,中层(共30层),2017年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",65万,7222元/m²
专员优惠 精装套三学位房 成都7中 金苹果 龙江路小学开学,3室2厅,108m²,中层(共12层),2018年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",96万,8889元/m²
团结新区地铁口 首付仅需32万 精装小套三  赠送家电 有钥,3室2厅,82m²,中层(共26层),2015年建造,"麦田国际社区  
                    新都-新都老城-工业大道西段393号",93万,11329元/m²
精装套二 满2年 家具家电全带 中间楼层 地铁旁,2室2厅,80m²,中层(共32层),2012年建造,"富力桃园一期  
                    新都-新都老城-兴城大道777号",85万,10625元/m²
首付17万起 西河地铁口 类住宅公寓 不限够 水电气三通,1室1厅,47m²,中层(共23层),2016年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",36万,7660元/m²
保利玫瑰花语 清水套三带大平台 满2年房东诚心卖 随时看房,3室2厅,87m²,低层(共32层),2015年建造,"保利玫瑰花语  
                    龙泉驿-大面-龙城大道468号",140万,15974元/m²
中铁丽景书香套三双卫 地铁口 品质楼盘 中间楼层,3室2厅,89m²,低层(共33层),2015年建造,"中铁丽景书香  
                    温江-温江大学城-学海路88号",90万,10112元/m²
紧邻地铁！麓山板块，五环路旁！南门临近天府大道！户型好采光佳,3室2厅,99m²,中层(共31层),2017年建造,"建发第五大道  
                    天府新区-麓山-麓山大道二段1201号",90万,9091元/m²
标准套二无浪费 视野好 温江芙蓉大道旁,2室2厅,85m²,低层(共18层),2011年建造,"学府杏林  
                    温江-芙蓉古城-八一路99号",85万,9924元/m²
有轨电车旁！清水套三！面对中庭！带大阳台,3室2厅,92m²,低层(共25层),2014年建造,"和润国际  
                    郫都-红光-新犀路,近港泰大道",80万,8616元/m²
三河场地铁口 品质小区环境好 产权满2年 刚需小套三,3室2厅,85m²,高层(共32层),2015年建造,"爵领欧城  
                    新都-五龙山-江陵路335号",93万,10887元/m²
急售满两年 首付30万左右 套三双卫 对小区中庭,3室2厅,94m²,低层(共32层),2013年建造,"世茂城二期  
                    龙泉驿-大面-天鹅西湖南路33号",125万,13298元/m²
石油大学医学院 清水套三双卫 满两年 诚心卖 有钥匙,3室2厅,86m²,低层(共18层),2013年建造,"邑品天都  
                    新都-新都新城-万和北路1号",99万,11480元/m²
玉林南路36号，标准套三，中间楼层，诚心出售，随时看房,3室1厅,80m²,高层(共7层),1999年建造,"玉林南路36号院  
                    高新区-芳草街-玉林南路36号",92万,11500元/m²
洋房品质 半岛云著 不摇号 首付26万买河景花园洋房,3室2厅,99m²,中层(共6层),2017年建造,"半岛云著  
                    新都-斑竹园-古窑路",86万,8687元/m²
